invoice_date,SKUCode,Description,volume
1/28/2026,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,5
1/28/2026,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,166
1/28/2026,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,63
1/28/2026,1325114613071TTMX0,145/70 R 13 TAXIMAX TT  71T,81
1/28/2026,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,1860
1/28/2026,1325119015008SRBT0,195 R15 LT RANGER BRT TT,111
1/28/2026,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,468
1/28/2026,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,91
1/28/2026,1325121715100SRBT0,NA,115
1/28/2026,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,1
1/28/2026,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),1
1/28/2026,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,186
1/28/2026,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,24
1/28/2026,1325213615099MSXT0,T135/70R15 STAR-XT  TL,300
1/28/2026,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,56
1/28/2026,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,144
1/28/2026,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,395
1/28/2026,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,2213
1/28/2026,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,17
1/28/2026,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,9231
1/28/2026,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,57
1/28/2026,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,58
1/28/2026,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,203
1/28/2026,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,671
1/28/2026,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,489
1/28/2026,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,1
1/28/2026,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,28
1/28/2026,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,55
1/28/2026,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,655
1/28/2026,1325216614081SUTR0,NA,369
1/28/2026,1325216614081TVECE,NA,50
1/28/2026,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,1754
1/28/2026,1325216814085SUTR0,165/80R14 UX TOURING TL,437
1/28/2026,1325216814085TURL0,16580R14 UX ROYALE TL,855
1/28/2026,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,23
1/28/2026,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,1
1/28/2026,1325217514082HURL1,175/65R14 UX ROYALE TL 82 H SASO,30
1/28/2026,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),14
1/28/2026,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,244
1/28/2026,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,110
1/28/2026,1325217515084HURP0,NA,10
1/28/2026,1325217614084HURL1,175/70 R14 UX ROYALE TL 84 H SASO,23
1/28/2026,1325217614084HURL2,175/70 R 14 UX ROYALE TL 84 H LOW WT.,200
1/28/2026,1325217614084HURL2,175/70 R14 UX ROYALE TL 84 H,200
1/28/2026,1325218414082HUSP0,NA,34
1/28/2026,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,90
1/28/2026,1325218515088HTMX0,185/65 R15 TAXI MAX TL,880
1/28/2026,1325218515088HURL1,185/65 R15 UX ROYALE TL  88H SASO,40
1/28/2026,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,64
1/28/2026,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,422
1/28/2026,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,115
1/28/2026,1325218614088HURL0,185/70R14 UX Royale,3
1/28/2026,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,197
1/28/2026,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,11
1/28/2026,1325219316087VUTR0,195/55R16 UX TOURING TL,737
1/28/2026,1325219416089HRHE0,195/60R16 Ranger HPE TL,150
1/28/2026,1325219515091VURL0,195/65 R15 UX ROYALE TL   91V,39
1/28/2026,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,24
1/28/2026,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,4
1/28/2026,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,117
1/28/2026,1325220515094VZEP0,205/65 R15 ZEPHYR  TL   94 V,1
1/28/2026,1325220516095HTMX0,NA,182
1/28/2026,1325220516095HUTR0,205/65R16UX TOURING TL 95H,319
1/28/2026,1325221317098VUX10,215/55R17UX1 TL 98 V,1
1/28/2026,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,460
1/28/2026,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,446
1/28/2026,1325221715100SRHT0,215/75 R 15 RANGER HT TL,566
1/28/2026,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,364
1/28/2026,1325223517104HRHT0,235/65R17 RANHER HT TL,187
1/28/2026,1325223517104HRPG0,NA,22
1/28/2026,1325223616105HRHT0,235/70R16 Ranger HT TL,13
1/28/2026,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,89
1/28/2026,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,9
1/28/2026,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,874
1/28/2026,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,2
1/28/2026,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,48
1/28/2026,1D25212812086FXPC0,120/80R12 ULTIMA XPC TL,-1
1/28/2026,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,111
1/28/2026,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,594
1/29/2026,1225119015010QSTL0,195R15 LT STEEL KING TT  10 PR,1
1/29/2026,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,941
1/29/2026,1225121716010SXC10,NA,162
1/29/2026,1225121Z14112LSTL0,215 R14 STEEL KING TT,1
1/29/2026,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,1650
1/29/2026,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,7822
1/29/2026,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,5
1/29/2026,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,1516
1/29/2026,1225221716010SXC10,NA,402
1/29/2026,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,2
1/29/2026,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,2607
1/29/2026,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,461
1/29/2026,1325114613071TTMX0,145/70 R 13 TAXIMAX TT  71T,19
1/29/2026,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,7788
1/29/2026,1325119015008SRBT0,195 R15 LT RANGER BRT TT,103
1/29/2026,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,1865
1/29/2026,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,241
1/29/2026,1325121715100SRBT0,NA,240
1/29/2026,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,41
1/29/2026,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),269
1/29/2026,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,1420
1/29/2026,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,910
1/29/2026,1325213615099MSXT0,T135/70R15 STAR-XT  TL,1500
1/29/2026,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,97
1/29/2026,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,253
1/29/2026,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,803
1/29/2026,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,4068
1/29/2026,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,84
1/29/2026,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,5313
1/29/2026,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,114
1/29/2026,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,340
1/29/2026,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,781
1/29/2026,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,2819
1/29/2026,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,1122
1/29/2026,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,3
1/29/2026,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,75
1/29/2026,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,241
1/29/2026,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,3943
1/29/2026,1325216614081SUTR0,NA,2953
1/29/2026,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,15568
1/29/2026,1325216814085SUTR0,165/80R14 UX TOURING TL,1873
1/29/2026,1325216814085TURL0,16580R14 UX ROYALE TL,4679
1/29/2026,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,820
1/29/2026,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,1
1/29/2026,1325217514082HURL1,175/65R14 UX ROYALE TL 82 H SASO,100
1/29/2026,1325217514082HURL2,NA,1850
1/29/2026,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),109
1/29/2026,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,1420
1/29/2026,1325217514082TUTR0,175/65 R14 UX TOURING 82T TL,14
1/29/2026,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,70
1/29/2026,1325217515084HURP0,NA,132
1/29/2026,1325217614084HURL1,175/70 R14 UX ROYALE TL 84 H SASO,2
1/29/2026,1325217614084HURL2,175/70 R 14 UX ROYALE TL 84 H LOW WT.,1740
1/29/2026,1325217614084HURL2,175/70 R14 UX ROYALE TL 84 H,1740
1/29/2026,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,301
1/29/2026,1325218514086HURL0,185/65R14 UX Royale,59
1/29/2026,1325218515088HTMX0,185/65 R15 TAXI MAX TL,5416
1/29/2026,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,50
1/29/2026,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,1059
1/29/2026,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,1280
1/29/2026,1325218614088HURL0,185/70R14 UX Royale,4
1/29/2026,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,3382
1/29/2026,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,70
1/29/2026,1325219316087VUTR0,195/55R16 UX TOURING TL,1381
1/29/2026,1325219416089HRHE0,195/60R16 Ranger HPE TL,755
1/29/2026,1325219515091VURL0,195/65 R15 UX ROYALE TL   91V,37
1/29/2026,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,141
1/29/2026,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,77
1/29/2026,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,605
1/29/2026,1325220515094VZEP0,205/65 R15 ZEPHYR  TL   94 V,7
1/29/2026,1325220516095HTMX0,NA,935
1/29/2026,1325220516095HUTR0,205/65R16UX TOURING TL 95H,78
1/29/2026,1325221317098VUX10,215/55R17UX1 TL 98 V,2
1/29/2026,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,3992
1/29/2026,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,4090
1/29/2026,1325221715100SRHT0,215/75 R 15 RANGER HT TL,3007
1/29/2026,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,648
1/29/2026,1325223517104HRHT0,235/65R17 RANHER HT TL,922
1/29/2026,1325223517104HRPG0,NA,58
1/29/2026,1325223616105HRHT0,235/70R16 Ranger HT TL,171
1/29/2026,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,103
1/29/2026,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,43
1/29/2026,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,1618
1/29/2026,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,14
1/29/2026,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,15079
1/29/2026,1D25212812086FXPC0,120/80R12 ULTIMA XPC TL,7150
1/29/2026,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,6263
1/29/2026,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,715
