invoice_date,SKUCode,Description,volume
1/4/2026,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,6
1/4/2026,1325213615099MSXT0,T135/70R15 STAR-XT  TL,100
1/4/2026,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,5
1/4/2026,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,1
1/4/2026,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,5
1/4/2026,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,4
1/4/2026,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,11
1/4/2026,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,4
1/4/2026,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,20
1/4/2026,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,17
1/4/2026,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,18
1/4/2026,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,2
1/4/2026,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,10
1/4/2026,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,26
1/4/2026,1325216614081SUTR0,NA,17
1/4/2026,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,40
1/4/2026,1325216814085SUTR0,165/80R14 UX TOURING TL,15
1/4/2026,1325216814085TURL0,16580R14 UX ROYALE TL,18
1/4/2026,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,20
1/4/2026,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,8
1/4/2026,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,8
1/4/2026,1325218515088HTMX0,185/65 R15 TAXI MAX TL,30
1/4/2026,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,9
1/4/2026,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,30
1/4/2026,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,8
1/4/2026,1325219316087VUTR0,195/55R16 UX TOURING TL,15
1/4/2026,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,1
1/4/2026,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,4
1/4/2026,1325220516095HTMX0,NA,7
1/4/2026,1325220516095HUTR0,205/65R16UX TOURING TL 95H,6
1/4/2026,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,16
1/4/2026,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,2
1/4/2026,1325221715100SRHT0,215/75 R 15 RANGER HT TL,5
1/4/2026,1325223517104HRHT0,235/65R17 RANHER HT TL,3
1/4/2026,1325223616105HRHT0,235/70R16 Ranger HT TL,0
1/4/2026,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,11
1/4/2026,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,1
1/4/2026,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,4
1/4/2026,1D25212812086FXPC0,120/80R12 ULTIMA XPC TL,600
1/4/2026,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,1522
1/4/2026,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,452
1/5/2026,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,106
1/5/2026,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,1289
1/5/2026,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,33
1/5/2026,1225221716010SXC10,NA,27
1/5/2026,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,6
1/5/2026,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,656
1/5/2026,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,50
1/5/2026,1325114613071TTMX0,145/70 R 13 TAXIMAX TT  71T,1
1/5/2026,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,579
1/5/2026,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,253
1/5/2026,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,59
1/5/2026,1325121715100SRBT0,NA,5
1/5/2026,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,1
1/5/2026,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),14
1/5/2026,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,140
1/5/2026,1325123715105SRXT0,235/75 R 15 RANGER X-AT TT,2
1/5/2026,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,4
1/5/2026,1325213615099MSXT0,T135/70R15 STAR-XT  TL,900
1/5/2026,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,11
1/5/2026,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,4
1/5/2026,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,1
1/5/2026,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,172
1/5/2026,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,35
1/5/2026,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,243
1/5/2026,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,110
1/5/2026,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,17
1/5/2026,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,63
1/5/2026,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,278
1/5/2026,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,183
1/5/2026,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,-1
1/5/2026,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,55
1/5/2026,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,73
1/5/2026,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,364
1/5/2026,1325216614081SUTR0,NA,207
1/5/2026,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,922
1/5/2026,1325216814085SUTR0,165/80R14 UX TOURING TL,156
1/5/2026,1325216814085TURL0,16580R14 UX ROYALE TL,372
1/5/2026,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,19
1/5/2026,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,5
1/5/2026,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),4
1/5/2026,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,279
1/5/2026,1325217514082TUTR0,175/65 R14 UX TOURING 82T TL,5
1/5/2026,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,29
1/5/2026,1325217614084HURL1,175/70 R14 UX ROYALE TL 84 H SASO,2
1/5/2026,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,126
1/5/2026,1325218515088HTMX0,185/65 R15 TAXI MAX TL,733
1/5/2026,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,9
1/5/2026,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,176
1/5/2026,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,109
1/5/2026,1325218614088HURL0,185/70R14 UX Royale,2
1/5/2026,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,86
1/5/2026,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,10
1/5/2026,1325219316087VUTR0,195/55R16 UX TOURING TL,246
1/5/2026,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,54
1/5/2026,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,5
1/5/2026,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,73
1/5/2026,1325220516095HTMX0,NA,115
1/5/2026,1325220516095HUTR0,205/65R16UX TOURING TL 95H,73
1/5/2026,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,347
1/5/2026,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,201
1/5/2026,1325221715100SRHT0,215/75 R 15 RANGER HT TL,389
1/5/2026,1325223517104HRHT0,235/65R17 RANHER HT TL,90
1/5/2026,1325223517104HRPG0,NA,26
1/5/2026,1325223616105HRHT0,235/70R16 Ranger HT TL,28
1/5/2026,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,57
1/5/2026,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,1
1/5/2026,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,76
1/5/2026,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,26
1/5/2026,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,229
1/5/2026,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,2002
1/5/2026,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,31
1/6/2026,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,85
1/6/2026,1225121716010SXC10,NA,19
1/6/2026,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,645
1/6/2026,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,2814
1/6/2026,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,18
1/6/2026,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,47
1/6/2026,1225221716010SXC10,NA,515
1/6/2026,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,1
1/6/2026,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,678
1/6/2026,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,59
1/6/2026,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,501
1/6/2026,1325119015008SRBT0,195 R15 LT RANGER BRT TT,5
1/6/2026,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,279
1/6/2026,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,140
1/6/2026,1325121715100SRBT0,NA,22
1/6/2026,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,1
1/6/2026,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),25
1/6/2026,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,186
1/6/2026,1325123715105SRXT0,235/75 R 15 RANGER X-AT TT,2
1/6/2026,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,8
1/6/2026,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,19
1/6/2026,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,19
1/6/2026,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,228
1/6/2026,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,104
1/6/2026,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,79
1/6/2026,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,183
1/6/2026,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,113
1/6/2026,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,15
1/6/2026,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,88
1/6/2026,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,343
1/6/2026,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,252
1/6/2026,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,96
1/6/2026,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,52
1/6/2026,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,330
1/6/2026,1325216614081SUTR0,NA,92
1/6/2026,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,868
1/6/2026,1325216814085SUTR0,165/80R14 UX TOURING TL,87
1/6/2026,1325216814085TURL0,16580R14 UX ROYALE TL,239
1/6/2026,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,59
1/6/2026,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,4
1/6/2026,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),5
1/6/2026,1325217514082HVECL,175/65R14 VECTRA TL 82 H Low weight,-500
1/6/2026,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,125
1/6/2026,1325217514082TUTR0,175/65 R14 UX TOURING 82T TL,1
1/6/2026,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,11
1/6/2026,1325217515084HURP0,NA,5
1/6/2026,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,130
1/6/2026,1325218515088HTMX0,185/65 R15 TAXI MAX TL,701
1/6/2026,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,14
1/6/2026,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,243
1/6/2026,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,88
1/6/2026,1325218614088HURL0,185/70R14 UX Royale,4
1/6/2026,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,82
1/6/2026,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,2
1/6/2026,1325219316087VUTR0,195/55R16 UX TOURING TL,229
1/6/2026,1325219416089HRHE0,195/60R16 Ranger HPE TL,4
1/6/2026,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,76
1/6/2026,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,9
1/6/2026,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,98
1/6/2026,1325220516095HTMX0,NA,111
1/6/2026,1325220516095HUTR0,205/65R16UX TOURING TL 95H,75
1/6/2026,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,285
1/6/2026,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,402
1/6/2026,1325221715100SRHT0,215/75 R 15 RANGER HT TL,383
1/6/2026,1325223517104HRHT0,235/65R17 RANHER HT TL,128
1/6/2026,1325223517104HRPG0,NA,10
1/6/2026,1325223616105HRHT0,235/70R16 Ranger HT TL,77
1/6/2026,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,54
1/6/2026,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,14
1/6/2026,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,108
1/6/2026,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,16
1/6/2026,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,1627
1/6/2026,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,158
1/6/2026,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,20
1/7/2026,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,68
1/7/2026,1225121716010SXC10,NA,4
1/7/2026,1225121Z14112LSTL0,215 R14 STEEL KING TT,1
1/7/2026,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,7
1/7/2026,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,2770
1/7/2026,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,5
1/7/2026,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,544
1/7/2026,1225221716010SXC10,NA,6
1/7/2026,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,104
1/7/2026,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,15
1/7/2026,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,548
1/7/2026,1325119015008SRBT0,195 R15 LT RANGER BRT TT,30
1/7/2026,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,770
1/7/2026,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,110
1/7/2026,1325121715100SRBT0,NA,30
1/7/2026,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),11
1/7/2026,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,125
1/7/2026,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,1
1/7/2026,1325213615099MSXT0,T135/70R15 STAR-XT  TL,700
1/7/2026,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,8
1/7/2026,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,6
1/7/2026,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,84
1/7/2026,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,66
1/7/2026,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,45
1/7/2026,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,1799
1/7/2026,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,107
1/7/2026,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,7
1/7/2026,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,51
1/7/2026,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,450
1/7/2026,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,159
1/7/2026,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,3
1/7/2026,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,9
1/7/2026,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,37
1/7/2026,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,236
1/7/2026,1325216614081SUTR0,NA,139
1/7/2026,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,1126
1/7/2026,1325216814085SUTR0,165/80R14 UX TOURING TL,144
1/7/2026,1325216814085TURL0,16580R14 UX ROYALE TL,222
1/7/2026,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,4
1/7/2026,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,5
1/7/2026,1325217514082HURL2,NA,8
1/7/2026,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,103
1/7/2026,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,31
1/7/2026,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,75
1/7/2026,1325218515088HTMX0,185/65 R15 TAXI MAX TL,397
1/7/2026,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,10
1/7/2026,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,125
1/7/2026,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,54
1/7/2026,1325218614088HURL0,185/70R14 UX Royale,1
1/7/2026,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,21
1/7/2026,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,12
1/7/2026,1325219316087VUTR0,195/55R16 UX TOURING TL,183
1/7/2026,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,26
1/7/2026,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,10
1/7/2026,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,73
1/7/2026,1325220516095HTMX0,NA,142
1/7/2026,1325220516095HUTR0,205/65R16UX TOURING TL 95H,48
1/7/2026,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,533
1/7/2026,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,169
1/7/2026,1325221715100SRHT0,215/75 R 15 RANGER HT TL,305
1/7/2026,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,-1
1/7/2026,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,5
1/7/2026,1325223517104HRHT0,235/65R17 RANHER HT TL,136
1/7/2026,1325223517104HRPG0,NA,18
1/7/2026,1325223616105HRHT0,235/70R16 Ranger HT TL,107
1/7/2026,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,59
1/7/2026,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,11
1/7/2026,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,102
1/7/2026,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,11
1/7/2026,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,30
1/7/2026,1D25212812086FXPC0,120/80R12 ULTIMA XPC TL,1400
1/7/2026,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,1613
1/7/2026,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,12
1/8/2026,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,111
1/8/2026,1225121716010SXC10,NA,10
1/8/2026,1225121Z14112LSTL0,215 R14 STEEL KING TT,0
1/8/2026,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,643
1/8/2026,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,2174
1/8/2026,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,4
1/8/2026,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,156
1/8/2026,1225221716010SXC10,NA,16
1/8/2026,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,1
1/8/2026,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,630
1/8/2026,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,53
1/8/2026,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,335
1/8/2026,1325119015008SRBT0,195 R15 LT RANGER BRT TT,57
1/8/2026,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,10
1/8/2026,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,144
1/8/2026,1325121715100SRBT0,NA,42
1/8/2026,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,6
1/8/2026,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),32
1/8/2026,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,178
1/8/2026,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,13
1/8/2026,1325213615099MSXT0,T135/70R15 STAR-XT  TL,100
1/8/2026,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,2
1/8/2026,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,7
1/8/2026,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,68
1/8/2026,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,50
1/8/2026,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,14
1/8/2026,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,1636
1/8/2026,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,135
1/8/2026,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,11
1/8/2026,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,67
1/8/2026,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,443
1/8/2026,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,128
1/8/2026,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,3
1/8/2026,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,29
1/8/2026,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,39
1/8/2026,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,261
1/8/2026,1325216614081SUTR0,NA,100
1/8/2026,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,494
1/8/2026,1325216814085SUTR0,165/80R14 UX TOURING TL,161
1/8/2026,1325216814085TURL0,16580R14 UX ROYALE TL,178
1/8/2026,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,5
1/8/2026,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),8
1/8/2026,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,134
1/8/2026,1325217514082TUTR0,175/65 R14 UX TOURING 82T TL,2
1/8/2026,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,505
1/8/2026,1325217515084HURP0,NA,8
1/8/2026,1325217614084HURL2,175/70 R 14 UX ROYALE TL 84 H LOW WT.,20
1/8/2026,1325217614084HURL2,175/70 R14 UX ROYALE TL 84 H,20
1/8/2026,1325218414082HUSP0,NA,4
1/8/2026,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,96
1/8/2026,1325218515088HTMX0,185/65 R15 TAXI MAX TL,425
1/8/2026,1325218515088HURL1,185/65 R15 UX ROYALE TL  88H SASO,20
1/8/2026,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,11
1/8/2026,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,209
1/8/2026,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,50
1/8/2026,1325218614088HURL0,185/70R14 UX Royale,6
1/8/2026,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,34
1/8/2026,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,2
1/8/2026,1325219316087VUTR0,195/55R16 UX TOURING TL,238
1/8/2026,1325219416089HRHE0,195/60R16 Ranger HPE TL,260
1/8/2026,1325219515091VURL0,195/65 R15 UX ROYALE TL   91V,20
1/8/2026,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,86
1/8/2026,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,2
1/8/2026,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,77
1/8/2026,1325220516095HTMX0,NA,92
1/8/2026,1325220516095HUTR0,205/65R16UX TOURING TL 95H,51
1/8/2026,1325221317098VUX10,215/55R17UX1 TL 98 V,21
1/8/2026,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,312
1/8/2026,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,192
1/8/2026,1325221715100SRHT0,215/75 R 15 RANGER HT TL,320
1/8/2026,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,1
1/8/2026,1325223517104HRHT0,235/65R17 RANHER HT TL,191
1/8/2026,1325223517104HRPG0,NA,27
1/8/2026,1325223616105HRHT0,235/70R16 Ranger HT TL,79
1/8/2026,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,104
1/8/2026,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,8
1/8/2026,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,61
1/8/2026,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,32
1/8/2026,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,54
1/8/2026,1D25212812086FXPC0,120/80R12 ULTIMA XPC TL,400
1/8/2026,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,1624
1/8/2026,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,14
1/9/2026,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,96
1/9/2026,1225121716010SXC10,NA,4
1/9/2026,1225121Z14112LSTL0,215 R14 STEEL KING TT,-1
1/9/2026,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,-13
1/9/2026,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,3344
1/9/2026,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,8
1/9/2026,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,654
1/9/2026,1225221716010SXC10,NA,12
1/9/2026,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,7
1/9/2026,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,141
1/9/2026,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,43
1/9/2026,1325114613071TTMX0,145/70 R 13 TAXIMAX TT  71T,14
1/9/2026,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,228
1/9/2026,1325119015008SRBT0,195 R15 LT RANGER BRT TT,79
1/9/2026,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,4
1/9/2026,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,111
1/9/2026,1325121715100SRBT0,NA,3
1/9/2026,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),15
1/9/2026,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,182
1/9/2026,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,20
1/9/2026,1325213615099MSXT0,T135/70R15 STAR-XT  TL,800
